day,newdata
23,jul
23,jul
23,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
24,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
25,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
30,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
31,jul
4,aug
4,aug
4,aug
4,aug
4,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
8,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
19,aug
19,aug
19,aug
19,aug
19,aug
19,aug
20,aug
20,aug
20,aug
20,aug
20,aug
20,aug
20,aug
20,aug
20,aug
20,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
22,aug
22,aug
22,aug
22,aug
22,aug
22,aug
22,aug
22,aug
22,aug
22,aug
25,aug
25,aug
25,aug
25,aug
25,aug
25,aug
25,aug
25,aug
25,aug
25,aug
25,aug
26,aug
26,aug
26,aug
27,aug
27,aug
27,aug
27,aug
27,aug
27,aug
27,aug
27,aug
27,aug
27,aug
28,aug
28,aug
28,aug
28,aug
28,aug
29,aug
29,aug
17,oct
17,oct
17,oct
17,oct
19,oct
20,oct
20,oct
20,oct
21,oct
21,oct
21,oct
21,oct
22,oct
22,oct
22,oct
22,oct
23,oct
23,oct
23,oct
24,oct
24,oct
24,oct
26,oct
27,oct
27,oct
27,oct
28,oct
28,oct
28,oct
29,oct
29,oct
30,oct
30,oct
30,oct
30,oct
30,oct
31,oct
31,oct
31,oct
4,nov
4,nov
5,nov
5,nov
5,nov
6,nov
6,nov
8,nov
9,nov
10,nov
10,nov
11,nov
11,nov
12,nov
12,nov
13,nov
13,nov
13,nov
14,nov
14,nov
14,nov
14,nov
14,nov
14,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
18,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
19,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
20,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
21,nov
27,nov
22,dec
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
29,jan
29,jan
29,jan
29,jan
29,jan
29,jan
29,jan
29,jan
30,jan
30,jan
30,jan
30,jan
30,jan
30,jan
30,jan
30,jan
30,jan
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
2,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
5,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
6,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
10,feb
10,feb
10,feb
10,feb
10,feb
10,feb
10,feb
10,feb
11,feb
11,feb
11,feb
11,feb
11,feb
12,feb
12,feb
12,feb
12,feb
13,feb
13,feb
13,feb
13,feb
13,feb
13,feb
13,feb
13,feb
13,feb
16,feb
16,feb
16,feb
16,feb
16,feb
16,feb
16,feb
16,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
17,feb
18,feb
18,feb
18,feb
18,feb
18,feb
18,feb
18,feb
18,feb
18,feb
18,feb
19,feb
19,feb
26,feb
26,feb
26,feb
26,feb
26,feb
26,feb
27,feb
27,feb
27,feb
27,feb
27,feb
27,feb
27,feb
27,feb
27,feb
27,feb
27,feb
27,feb
2,mar
2,mar
2,mar
2,mar
2,mar
2,mar
2,mar
3,mar
3,mar
3,mar
3,mar
3,mar
3,mar
3,mar
3,mar
3,mar
3,mar
3,mar
3,mar
4,mar
5,mar
5,mar
5,mar
5,mar
5,mar
5,mar
5,mar
6,mar
6,mar
6,mar
6,mar
6,mar
9,mar
9,mar
9,mar
10,mar
10,mar
10,mar
10,mar
10,mar
10,mar
10,mar
10,mar
11,mar
11,mar
11,mar
11,mar
11,mar
11,mar
12,mar
12,mar
12,mar
12,mar
12,mar
13,mar
13,mar
16,mar
17,mar
17,mar
17,mar
17,mar
17,mar
17,mar
18,mar
18,mar
18,mar
18,mar
18,mar
19,mar
19,mar
23,mar
23,mar
24,mar
24,mar
24,mar
24,mar
25,mar
25,mar
25,mar
25,mar
26,mar
26,mar
27,mar
27,mar
27,mar
27,mar
27,mar
27,mar
27,mar
30,mar
30,mar
30,mar
31,mar
31,mar
1,apr
1,apr
1,apr
1,apr
1,apr
2,apr
2,apr
2,apr
2,apr
2,apr
2,apr
3,apr
3,apr
3,apr
3,apr
3,apr
6,apr
6,apr
6,apr
6,apr
6,apr
6,apr
6,apr
7,apr
7,apr
7,apr
7,apr
7,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
8,apr
9,apr
9,apr
9,apr
9,apr
9,apr
9,apr
9,apr
9,apr
9,apr
9,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
14,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
16,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
17,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
20,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
21,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
22,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
24,apr
24,apr
24,apr
24,apr
27,apr
27,apr
27,apr
27,apr
27,apr
27,apr
29,apr
29,apr
29,apr
29,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
6,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
7,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
8,may
11,may
11,may
11,may
11,may
11,may
11,may
11,may
11,may
11,may
11,may
11,may
11,may
11,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
12,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
15,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
18,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
22,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
25,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
28,may
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
2,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
3,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
4,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
5,jun
8,jun
8,jun
8,jun
8,jun
8,jun
9,jun
9,jun
9,jun
9,jun
12,jun
12,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
15,jun
16,jun
16,jun
16,jun
16,jun
18,jun
18,jun
18,jun
18,jun
18,jun
19,jun
22,jun
22,jun
22,jun
22,jun
22,jun
22,jun
30,jun
30,jun
30,jun
30,jun
1,jul
1,jul
1,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
2,jul
3,jul
3,jul
3,jul
3,jul
3,jul
3,jul
3,jul
3,jul
3,jul
3,jul
3,jul
6,jul
6,jul
6,jul
7,jul
7,jul
7,jul
7,jul
7,jul
7,jul
7,jul
7,jul
7,jul
7,jul
7,jul
7,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
9,jul
10,jul
10,jul
14,jul
15,jul
20,jul
24,jul
28,jul
28,jul
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
7,aug
10,aug
10,aug
10,aug
10,aug
10,aug
10,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
14,aug
17,aug
17,aug
17,aug
17,aug
17,aug
17,aug
17,aug
17,aug
17,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
18,aug
19,aug
19,aug
19,aug
19,aug
19,aug
19,aug
19,aug
19,aug
19,aug
19,aug
20,aug
20,aug
20,aug
20,aug
20,aug
20,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
21,aug
24,aug
24,aug
24,aug
25,aug
25,aug
25,aug
25,aug
25,aug
25,aug
26,aug
26,aug
26,aug
26,aug
26,aug
26,aug
26,aug
27,aug
27,aug
27,aug
27,aug
27,aug
27,aug
27,aug
28,aug
28,aug
28,aug
28,aug
28,aug
28,aug
28,aug
28,aug
31,aug
31,aug
31,aug
31,aug
31,aug
31,aug
1,sep
1,sep
1,sep
1,sep
1,sep
2,sep
2,sep
2,sep
2,sep
3,sep
3,sep
3,sep
3,sep
4,sep
4,sep
4,sep
4,sep
4,sep
4,sep
4,sep
7,sep
7,sep
7,sep
7,sep
7,sep
7,sep
7,sep
7,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
10,sep
10,sep
11,sep
11,sep
11,sep
11,sep
11,sep
11,sep
11,sep
11,sep
11,sep
11,sep
14,sep
14,sep
14,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
16,sep
16,sep
16,sep
16,sep
17,sep
18,sep
18,sep
18,sep
22,sep
22,sep
22,sep
22,sep
22,sep
23,sep
24,sep
25,sep
25,sep
28,sep
28,sep
29,sep
30,sep
30,sep
1,oct
1,oct
1,oct
1,oct
1,oct
2,oct
2,oct
6,oct
6,oct
6,oct
6,oct
7,oct
7,oct
7,oct
8,oct
8,oct
8,oct
8,oct
9,oct
12,oct
12,oct
12,oct
12,oct
12,oct
13,oct
13,oct
13,oct
13,oct
13,oct
13,oct
13,oct
13,oct
14,oct
14,oct
15,oct
15,oct
15,oct
15,oct
15,oct
15,oct
16,oct
16,oct
16,oct
16,oct
16,oct
16,oct
16,oct
16,oct
16,oct
16,oct
16,oct
16,oct
19,oct
19,oct
19,oct
19,oct
19,oct
20,oct
20,oct
20,oct
20,oct
20,oct
20,oct
20,oct
20,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
26,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
28,oct
28,oct
28,oct
28,oct
28,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
2,nov
2,nov
2,nov
2,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
4,nov
6,nov
6,nov
6,nov
9,nov
9,nov
9,nov
9,nov
9,nov
9,nov
9,nov
9,nov
10,nov
10,nov
10,nov
10,nov
10,nov
10,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
